,GameID,Date,Team,Opponent,Location,Rank,Opponent Rank
9134,2026-02-07-Longwood-vs-Winthrop-m,2026-02-07,Longwood,Winthrop,Away,NR,NR
9135,2026-02-07-Longwood-vs-Winthrop-m,2026-02-07,Winthrop,Longwood,Home,NR,NR
9136,2026-02-07-Mercyhurst-vs-FDU-m,2026-02-07,Mercyhurst,FDU,Away,NR,NR
9137,2026-02-07-Mercyhurst-vs-FDU-m,2026-02-07,FDU,Mercyhurst,Home,NR,NR
9138,2026-02-07-Sam Houston-vs-Louisiana Tech-m,2026-02-07,Sam Houston,Louisiana Tech,Away,NR,NR
9139,2026-02-07-Sam Houston-vs-Louisiana Tech-m,2026-02-07,Louisiana Tech,Sam Houston,Home,NR,NR
9140,2026-02-07-North Florida-vs-Queens (NC)-m,2026-02-07,North Florida,Queens (NC),Away,NR,NR
9141,2026-02-07-North Florida-vs-Queens (NC)-m,2026-02-07,Queens (NC),North Florida,Home,NR,NR
9142,2026-02-07-La Salle-vs-Saint Louis-m,2026-02-07,La Salle,Saint Louis,Away,NR,NR
9143,2026-02-07-La Salle-vs-Saint Louis-m,2026-02-07,Saint Louis,La Salle,Home,NR,NR
9144,2026-02-07-Florida International-vs-Western Kentucky-m,2026-02-07,Florida International,Western Kentucky,Away,NR,NR
9145,2026-02-07-Florida International-vs-Western Kentucky-m,2026-02-07,Western Kentucky,Florida International,Home,NR,NR
9146,2026-02-07-SIU-Edwardsville-vs-Little Rock-m,2026-02-07,SIU-Edwardsville,Little Rock,Away,NR,NR
9147,2026-02-07-SIU-Edwardsville-vs-Little Rock-m,2026-02-07,Little Rock,SIU-Edwardsville,Home,NR,NR
9148,2026-02-07-Delaware State-vs-Coppin State-m,2026-02-07,Delaware State,Coppin State,Away,NR,NR
9149,2026-02-07-Delaware State-vs-Coppin State-m,2026-02-07,Coppin State,Delaware State,Home,NR,NR
9150,2026-02-07-Towson-vs-Hofstra-m,2026-02-07,Towson,Hofstra,Away,NR,NR
9151,2026-02-07-Towson-vs-Hofstra-m,2026-02-07,Hofstra,Towson,Home,NR,NR
9152,2026-02-07-Maryland-Eastern Shore-vs-Morgan State-m,2026-02-07,Maryland-Eastern Shore,Morgan State,Away,NR,NR
9153,2026-02-07-Maryland-Eastern Shore-vs-Morgan State-m,2026-02-07,Morgan State,Maryland-Eastern Shore,Home,NR,NR
9154,2026-02-07-American-vs-Navy-m,2026-02-07,American,Navy,Away,NR,NR
9155,2026-02-07-American-vs-Navy-m,2026-02-07,Navy,American,Home,NR,NR
9156,2026-02-07-Texas A&M-Corpus Christi-vs-Nicholls State-m,2026-02-07,Texas A&M-Corpus Christi,Nicholls State,Away,NR,NR
9157,2026-02-07-Texas A&M-Corpus Christi-vs-Nicholls State-m,2026-02-07,Nicholls State,Texas A&M-Corpus Christi,Home,NR,NR
9158,2026-02-07-Binghamton-vs-NJIT-m,2026-02-07,Binghamton,NJIT,Away,NR,NR
9159,2026-02-07-Binghamton-vs-NJIT-m,2026-02-07,NJIT,Binghamton,Home,NR,NR
9160,2026-02-07-Florida State-vs-Notre Dame-m,2026-02-07,Florida State,Notre Dame,Away,NR,NR
9161,2026-02-07-Florida State-vs-Notre Dame-m,2026-02-07,Notre Dame,Florida State,Home,NR,NR
9162,2026-02-07-Southern Indiana-vs-Southeast Missouri State-m,2026-02-07,Southern Indiana,Southeast Missouri State,Away,NR,NR
9163,2026-02-07-Southern Indiana-vs-Southeast Missouri State-m,2026-02-07,Southeast Missouri State,Southern Indiana,Home,NR,NR
9164,2026-02-07-Houston Christian-vs-Southeastern Louisiana-m,2026-02-07,Houston Christian,Southeastern Louisiana,Away,NR,NR
9165,2026-02-07-Houston Christian-vs-Southeastern Louisiana-m,2026-02-07,Southeastern Louisiana,Houston Christian,Home,NR,NR
9166,2026-02-07-Northeastern-vs-Stony Brook-m,2026-02-07,Northeastern,Stony Brook,Away,NR,NR
9167,2026-02-07-Northeastern-vs-Stony Brook-m,2026-02-07,Stony Brook,Northeastern,Home,NR,NR
9168,2026-02-07-Morehead State-vs-UT-Martin-m,2026-02-07,Morehead State,UT-Martin,Away,NR,NR
9169,2026-02-07-Morehead State-vs-UT-Martin-m,2026-02-07,UT-Martin,Morehead State,Home,NR,NR
9170,2026-02-07-Western Illinois-vs-Tennessee State-m,2026-02-07,Western Illinois,Tennessee State,Away,NR,NR
9171,2026-02-07-Western Illinois-vs-Tennessee State-m,2026-02-07,Tennessee State,Western Illinois,Home,NR,NR
9172,2026-02-07-UT Arlington-vs-Utah Valley-m,2026-02-07,UT Arlington,Utah Valley,Away,NR,NR
9173,2026-02-07-UT Arlington-vs-Utah Valley-m,2026-02-07,Utah Valley,UT Arlington,Home,NR,NR
9174,2026-02-07-Robert Morris-vs-Youngstown State-m,2026-02-07,Robert Morris,Youngstown State,Away,NR,NR
9175,2026-02-07-Robert Morris-vs-Youngstown State-m,2026-02-07,Youngstown State,Robert Morris,Home,NR,NR
9176,2026-02-07-Kennesaw State-vs-Jacksonville State-m,2026-02-07,Kennesaw State,Jacksonville State,Away,NR,NR
9177,2026-02-07-Kennesaw State-vs-Jacksonville State-m,2026-02-07,Jacksonville State,Kennesaw State,Home,NR,NR
9178,2026-02-07-Seton Hall-vs-Creighton-m,2026-02-07,Seton Hall,Creighton,Away,NR,NR
9179,2026-02-07-Seton Hall-vs-Creighton-m,2026-02-07,Creighton,Seton Hall,Home,NR,NR
9180,2026-02-07-Northern Colorado-vs-Idaho State-m,2026-02-07,Northern Colorado,Idaho State,Away,NR,NR
9181,2026-02-07-Northern Colorado-vs-Idaho State-m,2026-02-07,Idaho State,Northern Colorado,Home,NR,NR
9182,2026-02-07-Georgia-vs-LSU-m,2026-02-07,Georgia,LSU,Away,NR,NR
9183,2026-02-07-Georgia-vs-LSU-m,2026-02-07,LSU,Georgia,Home,NR,NR
9184,2026-02-07-Jackson State-vs-Mississippi Valley State-m,2026-02-07,Jackson State,Mississippi Valley State,Away,NR,NR
9185,2026-02-07-Jackson State-vs-Mississippi Valley State-m,2026-02-07,Mississippi Valley State,Jackson State,Home,NR,NR
9186,2026-02-07-Idaho-vs-Montana-m,2026-02-07,Idaho,Montana,Away,NR,NR
9187,2026-02-07-Idaho-vs-Montana-m,2026-02-07,Montana,Idaho,Home,NR,NR
9188,2026-02-07-Texas-Rio Grande Valley-vs-New Orleans-m,2026-02-07,Texas-Rio Grande Valley,New Orleans,Away,NR,NR
9189,2026-02-07-Texas-Rio Grande Valley-vs-New Orleans-m,2026-02-07,New Orleans,Texas-Rio Grande Valley,Home,NR,NR
9190,2026-02-07-Mercer-vs-Samford-m,2026-02-07,Mercer,Samford,Away,NR,NR
9191,2026-02-07-Mercer-vs-Samford-m,2026-02-07,Samford,Mercer,Home,NR,NR
9192,2026-02-07-South Dakota-vs-South Dakota State-m,2026-02-07,South Dakota,South Dakota State,Away,NR,NR
9193,2026-02-07-South Dakota-vs-South Dakota State-m,2026-02-07,South Dakota State,South Dakota,Home,NR,NR
9194,2026-02-07-Lamar-vs-Stephen F. Austin-m,2026-02-07,Lamar,Stephen F. Austin,Away,NR,NR
9195,2026-02-07-Lamar-vs-Stephen F. Austin-m,2026-02-07,Stephen F. Austin,Lamar,Home,NR,NR
9196,2026-02-07-Northwestern State-vs-East Texas A&M-m,2026-02-07,Northwestern State,East Texas A&M,Away,NR,NR
9197,2026-02-07-Northwestern State-vs-East Texas A&M-m,2026-02-07,East Texas A&M,Northwestern State,Home,NR,NR
9198,2026-02-07-Cal State Bakersfield-vs-Cal State Fullerton-m,2026-02-07,Cal State Bakersfield,Cal State Fullerton,Away,NR,NR
9199,2026-02-07-Cal State Bakersfield-vs-Cal State Fullerton-m,2026-02-07,Cal State Fullerton,Cal State Bakersfield,Home,NR,NR
9200,2026-02-07-Marist-vs-Fairfield-m,2026-02-07,Marist,Fairfield,Away,NR,NR
9201,2026-02-07-Marist-vs-Fairfield-m,2026-02-07,Fairfield,Marist,Home,NR,NR
9202,2026-02-07-Radford-vs-High Point-m,2026-02-07,Radford,High Point,Away,NR,NR
9203,2026-02-07-Radford-vs-High Point-m,2026-02-07,High Point,Radford,Home,NR,NR
9204,2026-02-07-Mount St. Mary's-vs-Iona-m,2026-02-07,Mount St. Mary's,Iona,Away,NR,NR
9205,2026-02-07-Mount St. Mary's-vs-Iona-m,2026-02-07,Iona,Mount St. Mary's,Home,NR,NR
9206,2026-02-07-Merrimack-vs-Rider-m,2026-02-07,Merrimack,Rider,Away,NR,NR
9207,2026-02-07-Merrimack-vs-Rider-m,2026-02-07,Rider,Merrimack,Home,NR,NR
9208,2026-02-07-Purdue Fort Wayne-vs-Wright State-m,2026-02-07,Purdue Fort Wayne,Wright State,Away,NR,NR
9209,2026-02-07-Purdue Fort Wayne-vs-Wright State-m,2026-02-07,Wright State,Purdue Fort Wayne,Home,NR,NR
9210,2026-02-07-UC-Riverside-vs-Cal State Northridge-m,2026-02-07,UC-Riverside,Cal State Northridge,Away,NR,NR
9211,2026-02-07-UC-Riverside-vs-Cal State Northridge-m,2026-02-07,Cal State Northridge,UC-Riverside,Home,NR,NR
9212,2026-02-07-Abilene Christian-vs-California Baptist-m,2026-02-07,Abilene Christian,California Baptist,Away,NR,NR
9213,2026-02-07-Abilene Christian-vs-California Baptist-m,2026-02-07,California Baptist,Abilene Christian,Home,NR,NR
9214,2026-02-07-Eastern Washington-vs-Montana State-m,2026-02-07,Eastern Washington,Montana State,Away,NR,NR
9215,2026-02-07-Eastern Washington-vs-Montana State-m,2026-02-07,Montana State,Eastern Washington,Home,NR,NR
9216,2026-02-07-Pacific-vs-Pepperdine-m,2026-02-07,Pacific,Pepperdine,Away,NR,NR
9217,2026-02-07-Pacific-vs-Pepperdine-m,2026-02-07,Pepperdine,Pacific,Home,NR,NR
9218,2026-02-07-Seattle-vs-Portland-m,2026-02-07,Seattle,Portland,Away,NR,NR
9219,2026-02-07-Seattle-vs-Portland-m,2026-02-07,Portland,Seattle,Home,NR,NR
9220,2026-02-07-Tarleton State-vs-Southern Utah-m,2026-02-07,Tarleton State,Southern Utah,Away,NR,NR
9221,2026-02-07-Tarleton State-vs-Southern Utah-m,2026-02-07,Southern Utah,Tarleton State,Home,NR,NR
9222,2026-02-07-Oral Roberts-vs-St. Thomas-m,2026-02-07,Oral Roberts,St. Thomas,Away,NR,NR
9223,2026-02-07-Oral Roberts-vs-St. Thomas-m,2026-02-07,St. Thomas,Oral Roberts,Home,NR,NR
9224,2026-02-07-UC-Irvine-vs-UCSB-m,2026-02-07,UC-Irvine,UCSB,Away,NR,NR
9225,2026-02-07-UC-Irvine-vs-UCSB-m,2026-02-07,UCSB,UC-Irvine,Home,NR,NR
9226,2026-02-07-San Diego-vs-Loyola Marymount-m,2026-02-07,San Diego,Loyola Marymount,Away,NR,NR
9227,2026-02-07-San Diego-vs-Loyola Marymount-m,2026-02-07,Loyola Marymount,San Diego,Home,NR,NR
9228,2026-02-07-Kansas State-vs-TCU-m,2026-02-07,Kansas State,TCU,Away,NR,NR
9229,2026-02-07-Kansas State-vs-TCU-m,2026-02-07,TCU,Kansas State,Home,NR,NR
9230,2026-02-07-New Mexico State-vs-UTEP-m,2026-02-07,New Mexico State,UTEP,Away,NR,NR
9231,2026-02-07-New Mexico State-vs-UTEP-m,2026-02-07,UTEP,New Mexico State,Home,NR,NR
9232,2026-02-07-Northern Arizona-vs-Weber State-m,2026-02-07,Northern Arizona,Weber State,Away,NR,NR
9233,2026-02-07-Northern Arizona-vs-Weber State-m,2026-02-07,Weber State,Northern Arizona,Home,NR,NR
9234,2026-02-07-Portland State-vs-Sacramento State-m,2026-02-07,Portland State,Sacramento State,Away,NR,NR
9235,2026-02-07-Portland State-vs-Sacramento State-m,2026-02-07,Sacramento State,Portland State,Home,NR,NR
9236,2026-02-08-Michigan-vs-Ohio State-m,2026-02-08,Michigan,Ohio State,Away, 7 ,NR
9237,2026-02-08-Michigan-vs-Ohio State-m,2026-02-08,Ohio State,Michigan,Home,NR, 7 
9238,2026-02-08-Texas Tech-vs-West Virginia-m,2026-02-08,Texas Tech,West Virginia,Away, 20 ,NR
9239,2026-02-08-Texas Tech-vs-West Virginia-m,2026-02-08,West Virginia,Texas Tech,Home,NR, 20 
9240,2026-02-08-UCF-vs-Cincinnati-m,2026-02-08,UCF,Cincinnati,Away,NR,NR
9241,2026-02-08-UCF-vs-Cincinnati-m,2026-02-08,Cincinnati,UCF,Home,NR,NR
9242,2026-02-08-UC-San Diego-vs-Hawaii-m,2026-02-08,UC-San Diego,Hawaii,Away,NR,NR
9243,2026-02-08-UC-San Diego-vs-Hawaii-m,2026-02-08,Hawaii,UC-San Diego,Home,NR,NR
9244,2026-02-08-USC-vs-Penn State-m,2026-02-08,USC,Penn State,Away,NR,NR
9245,2026-02-08-USC-vs-Penn State-m,2026-02-08,Penn State,USC,Home,NR,NR
9246,2026-02-08-Rice-vs-UAB-m,2026-02-08,Rice,UAB,Away,NR,NR
9247,2026-02-08-Rice-vs-UAB-m,2026-02-08,UAB,Rice,Home,NR,NR
9248,2026-02-08-Charlotte-vs-Memphis-m,2026-02-08,Charlotte,Memphis,Away,NR,NR
9249,2026-02-08-Charlotte-vs-Memphis-m,2026-02-08,Memphis,Charlotte,Home,NR,NR
9250,2026-02-08-Tulsa-vs-South Florida-m,2026-02-08,Tulsa,South Florida,Away,NR,NR
9251,2026-02-08-Tulsa-vs-South Florida-m,2026-02-08,South Florida,Tulsa,Home,NR,NR
9252,2026-02-08-UNC Greensboro-vs-Furman-m,2026-02-08,UNC Greensboro,Furman,Away,NR,NR
9253,2026-02-08-UNC Greensboro-vs-Furman-m,2026-02-08,Furman,UNC Greensboro,Home,NR,NR
9254,2026-02-08-Maryland-vs-Minnesota-m,2026-02-08,Maryland,Minnesota,Away,NR,NR
9255,2026-02-08-Maryland-vs-Minnesota-m,2026-02-08,Minnesota,Maryland,Home,NR,NR
9256,2026-02-08-Wichita State-vs-Tulane-m,2026-02-08,Wichita State,Tulane,Away,NR,NR
9257,2026-02-08-Wichita State-vs-Tulane-m,2026-02-08,Tulane,Wichita State,Home,NR,NR
9258,2026-02-08-Northwestern-vs-Iowa-m,2026-02-08,Northwestern,Iowa,Away,NR,NR
9259,2026-02-08-Northwestern-vs-Iowa-m,2026-02-08,Iowa,Northwestern,Home,NR,NR
9260,2026-02-09-Arizona-vs-Kansas-m,2026-02-09,Arizona,Kansas,Away, 2 ,NR
9261,2026-02-09-Arizona-vs-Kansas-m,2026-02-09,Kansas,Arizona,Home,NR, 2 
9262,2026-02-09-NC State-vs-Louisville-m,2026-02-09,NC State,Louisville,Away, 23 , 6 
9263,2026-02-09-NC State-vs-Louisville-m,2026-02-09,Louisville,NC State,Home, 6 , 23 
9264,2026-02-09-Xavier-vs-St. John's (NY)-m,2026-02-09,Xavier,St. John's (NY),Away,NR, 14 
9265,2026-02-09-Xavier-vs-St. John's (NY)-m,2026-02-09,St. John's (NY),Xavier,Home, 14 ,NR
9266,2026-02-09-Oregon-vs-Indiana-m,2026-02-09,Oregon,Indiana,Away,NR, 25 
9267,2026-02-09-Oregon-vs-Indiana-m,2026-02-09,Indiana,Oregon,Home, 25 ,NR
9268,2026-02-09-Texas Southern-vs-Bethune-Cookman-m,2026-02-09,Texas Southern,Bethune-Cookman,Away,NR,NR
9269,2026-02-09-Texas Southern-vs-Bethune-Cookman-m,2026-02-09,Bethune-Cookman,Texas Southern,Home,NR,NR
9270,2026-02-09-Navy-vs-Bucknell-m,2026-02-09,Navy,Bucknell,Away,NR,NR
9271,2026-02-09-Navy-vs-Bucknell-m,2026-02-09,Bucknell,Navy,Home,NR,NR
9272,2026-02-09-Yale-vs-Howard-m,2026-02-09,Yale,Howard,Away,NR,NR
9273,2026-02-09-Yale-vs-Howard-m,2026-02-09,Howard,Yale,Home,NR,NR
9274,2026-02-09-Southern Illinois-vs-Indiana State-m,2026-02-09,Southern Illinois,Indiana State,Away,NR,NR
9275,2026-02-09-Southern Illinois-vs-Indiana State-m,2026-02-09,Indiana State,Southern Illinois,Home,NR,NR
9276,2026-02-09-Jackson State-vs-Arkansas-Pine Bluff-m,2026-02-09,Jackson State,Arkansas-Pine Bluff,Away,NR,NR
9277,2026-02-09-Jackson State-vs-Arkansas-Pine Bluff-m,2026-02-09,Arkansas-Pine Bluff,Jackson State,Home,NR,NR
9278,2026-02-09-Belmont-vs-Bradley-m,2026-02-09,Belmont,Bradley,Away,NR,NR
9279,2026-02-09-Belmont-vs-Bradley-m,2026-02-09,Bradley,Belmont,Home,NR,NR
9280,2026-02-09-Valparaiso-vs-Drake-m,2026-02-09,Valparaiso,Drake,Away,NR,NR
9281,2026-02-09-Valparaiso-vs-Drake-m,2026-02-09,Drake,Valparaiso,Home,NR,NR
9282,2026-02-09-Alabama A&M-vs-Grambling-m,2026-02-09,Alabama A&M,Grambling,Away,NR,NR
9283,2026-02-09-Alabama A&M-vs-Grambling-m,2026-02-09,Grambling,Alabama A&M,Home,NR,NR
9284,2026-02-09-Northern Iowa-vs-Murray State-m,2026-02-09,Northern Iowa,Murray State,Away,NR,NR
9285,2026-02-09-Northern Iowa-vs-Murray State-m,2026-02-09,Murray State,Northern Iowa,Home,NR,NR
9286,2026-02-09-Alabama State-vs-Southern-m,2026-02-09,Alabama State,Southern,Away,NR,NR
9287,2026-02-09-Alabama State-vs-Southern-m,2026-02-09,Southern,Alabama State,Home,NR,NR
9288,2026-02-09-Northwestern State-vs-Lamar-m,2026-02-09,Northwestern State,Lamar,Away,NR,NR
9289,2026-02-09-Northwestern State-vs-Lamar-m,2026-02-09,Lamar,Northwestern State,Home,NR,NR
9290,2026-02-09-Houston Christian-vs-McNeese State-m,2026-02-09,Houston Christian,McNeese State,Away,NR,NR
9291,2026-02-09-Houston Christian-vs-McNeese State-m,2026-02-09,McNeese State,Houston Christian,Home,NR,NR
9292,2026-02-09-Texas-Rio Grande Valley-vs-Nicholls State-m,2026-02-09,Texas-Rio Grande Valley,Nicholls State,Away,NR,NR
9293,2026-02-09-Texas-Rio Grande Valley-vs-Nicholls State-m,2026-02-09,Nicholls State,Texas-Rio Grande Valley,Home,NR,NR
9294,2026-02-09-Incarnate Word-vs-Southeastern Louisiana-m,2026-02-09,Incarnate Word,Southeastern Louisiana,Away,NR,NR
9295,2026-02-09-Incarnate Word-vs-Southeastern Louisiana-m,2026-02-09,Southeastern Louisiana,Incarnate Word,Home,NR,NR
9296,2026-02-09-East Texas A&M-vs-Stephen F. Austin-m,2026-02-09,East Texas A&M,Stephen F. Austin,Away,NR,NR
9297,2026-02-09-East Texas A&M-vs-Stephen F. Austin-m,2026-02-09,Stephen F. Austin,East Texas A&M,Home,NR,NR
9298,2026-02-09-UNC Wilmington-vs-College of Charleston-m,2026-02-09,UNC Wilmington,College of Charleston,Away,NR,NR
9299,2026-02-09-UNC Wilmington-vs-College of Charleston-m,2026-02-09,College of Charleston,UNC Wilmington,Home,NR,NR
9300,2026-02-09-Illinois State-vs-Evansville-m,2026-02-09,Illinois State,Evansville,Away,NR,NR
9301,2026-02-09-Illinois State-vs-Evansville-m,2026-02-09,Evansville,Illinois State,Home,NR,NR
9302,2026-02-09-Alcorn State-vs-Mississippi Valley State-m,2026-02-09,Alcorn State,Mississippi Valley State,Away,NR,NR
9303,2026-02-09-Alcorn State-vs-Mississippi Valley State-m,2026-02-09,Mississippi Valley State,Alcorn State,Home,NR,NR
9304,2026-02-09-Texas A&M-Corpus Christi-vs-New Orleans-m,2026-02-09,Texas A&M-Corpus Christi,New Orleans,Away,NR,NR
9305,2026-02-09-Texas A&M-Corpus Christi-vs-New Orleans-m,2026-02-09,New Orleans,Texas A&M-Corpus Christi,Home,NR,NR
9306,2026-02-10-Purdue-vs-Nebraska-m,2026-02-10,Purdue,Nebraska,Away, 1 ,NR
9307,2026-02-10-Purdue-vs-Nebraska-m,2026-02-10,Nebraska,Purdue,Home,NR, 1 
9308,2026-02-10-Houston-vs-Utah-m,2026-02-10,Houston,Utah,Away, 3 ,NR
9309,2026-02-10-Houston-vs-Utah-m,2026-02-10,Utah,Houston,Home,NR, 3 
9310,2026-02-10-Duke-vs-Pitt-m,2026-02-10,Duke,Pitt,Away, 4 ,NR
9311,2026-02-10-Duke-vs-Pitt-m,2026-02-10,Pitt,Duke,Home,NR, 4 
9312,2026-02-10-BYU-vs-Baylor-m,2026-02-10,BYU,Baylor,Away, 9 ,NR
9313,2026-02-10-BYU-vs-Baylor-m,2026-02-10,Baylor,BYU,Home,NR, 9 
9314,2026-02-10-Washington State-vs-Gonzaga-m,2026-02-10,Washington State,Gonzaga,Away,NR, 12 
9315,2026-02-10-Washington State-vs-Gonzaga-m,2026-02-10,Gonzaga,Washington State,Home, 12 ,NR
9316,2026-02-10-Wisconsin-vs-Illinois-m,2026-02-10,Wisconsin,Illinois,Away,NR, 13 
9317,2026-02-10-Wisconsin-vs-Illinois-m,2026-02-10,Illinois,Wisconsin,Home, 13 ,NR
9318,2026-02-10-Iowa State-vs-TCU-m,2026-02-10,Iowa State,TCU,Away, 15 ,NR
9319,2026-02-10-Iowa State-vs-TCU-m,2026-02-10,TCU,Iowa State,Home,NR, 15 
9320,2026-02-10-UNC-vs-Miami (FL)-m,2026-02-10,UNC,Miami (FL),Away, 16 ,NR
9321,2026-02-10-UNC-vs-Miami (FL)-m,2026-02-10,Miami (FL),UNC,Home,NR, 16 
9322,2026-02-10-Vanderbilt-vs-Auburn-m,2026-02-10,Vanderbilt,Auburn,Away, 24 , 21 
9323,2026-02-10-Vanderbilt-vs-Auburn-m,2026-02-10,Auburn,Vanderbilt,Home, 21 , 24 
9324,2026-02-10-Arkansas-vs-LSU-m,2026-02-10,Arkansas,LSU,Away, 22 ,NR
9325,2026-02-10-Arkansas-vs-LSU-m,2026-02-10,LSU,Arkansas,Home,NR, 22 
9326,2026-02-10-Virginia-vs-Florida State-m,2026-02-10,Virginia,Florida State,Away,NR,NR
9327,2026-02-10-Virginia-vs-Florida State-m,2026-02-10,Florida State,Virginia,Home,NR,NR
9328,2026-02-10-George Mason-vs-Richmond-m,2026-02-10,George Mason,Richmond,Away,NR,NR
9329,2026-02-10-George Mason-vs-Richmond-m,2026-02-10,Richmond,George Mason,Home,NR,NR
9330,2026-02-10-Fordham-vs-St. Joseph's-m,2026-02-10,Fordham,St. Joseph's,Away,NR,NR
9331,2026-02-10-Fordham-vs-St. Joseph's-m,2026-02-10,St. Joseph's,Fordham,Home,NR,NR
9332,2026-02-10-Marquette-vs-Villanova-m,2026-02-10,Marquette,Villanova,Away,NR,NR
9333,2026-02-10-Marquette-vs-Villanova-m,2026-02-10,Villanova,Marquette,Home,NR,NR
9334,2026-02-10-Colorado State-vs-Air Force-m,2026-02-10,Colorado State,Air Force,Away,NR,NR
9335,2026-02-10-Colorado State-vs-Air Force-m,2026-02-10,Air Force,Colorado State,Home,NR,NR
9336,2026-02-10-Oklahoma State-vs-Arizona State-m,2026-02-10,Oklahoma State,Arizona State,Away,NR,NR
9337,2026-02-10-Oklahoma State-vs-Arizona State-m,2026-02-10,Arizona State,Oklahoma State,Home,NR,NR
9338,2026-02-10-Fresno State-vs-Utah State-m,2026-02-10,Fresno State,Utah State,Away,NR,NR
9339,2026-02-10-Fresno State-vs-Utah State-m,2026-02-10,Utah State,Fresno State,Home,NR,NR
9340,2026-02-10-San Jose State-vs-UNLV-m,2026-02-10,San Jose State,UNLV,Away,NR,NR
9341,2026-02-10-San Jose State-vs-UNLV-m,2026-02-10,UNLV,San Jose State,Home,NR,NR
9342,2026-02-10-Rhode Island-vs-George Washington-m,2026-02-10,Rhode Island,George Washington,Away,NR,NR
9343,2026-02-10-Rhode Island-vs-George Washington-m,2026-02-10,George Washington,Rhode Island,Home,NR,NR
9344,2026-02-10-Notre Dame-vs-SMU-m,2026-02-10,Notre Dame,SMU,Away,NR,NR
9345,2026-02-10-Notre Dame-vs-SMU-m,2026-02-10,SMU,Notre Dame,Home,NR,NR
9346,2026-02-10-Eastern Illinois-vs-Western Illinois-m,2026-02-10,Eastern Illinois,Western Illinois,Away,NR,NR
9347,2026-02-10-Eastern Illinois-vs-Western Illinois-m,2026-02-10,Western Illinois,Eastern Illinois,Home,NR,NR
9348,2026-02-11-UConn-vs-Butler-m,2026-02-11,UConn,Butler,Away, 5 ,NR
9349,2026-02-11-UConn-vs-Butler-m,2026-02-11,Butler,UConn,Home,NR, 5 
9350,2026-02-11-Michigan-vs-Northwestern-m,2026-02-11,Michigan,Northwestern,Away, 7 ,NR
9351,2026-02-11-Michigan-vs-Northwestern-m,2026-02-11,Northwestern,Michigan,Home,NR, 7 
9352,2026-02-11-Alabama-vs-Ole Miss-m,2026-02-11,Alabama,Ole Miss,Away, 8 ,NR
9353,2026-02-11-Alabama-vs-Ole Miss-m,2026-02-11,Ole Miss,Alabama,Home,NR, 8 
9354,2026-02-11-Florida-vs-Georgia-m,2026-02-11,Florida,Georgia,Away, 10 ,NR
9355,2026-02-11-Florida-vs-Georgia-m,2026-02-11,Georgia,Florida,Home,NR, 10 
9356,2026-02-11-Tennessee-vs-Mississippi State-m,2026-02-11,Tennessee,Mississippi State,Away, 17 ,NR
9357,2026-02-11-Tennessee-vs-Mississippi State-m,2026-02-11,Mississippi State,Tennessee,Home,NR, 17 
9358,2026-02-11-Colorado-vs-Texas Tech-m,2026-02-11,Colorado,Texas Tech,Away,NR, 20 
9359,2026-02-11-Colorado-vs-Texas Tech-m,2026-02-11,Texas Tech,Colorado,Home, 20 ,NR
9360,2026-02-11-Boston University-vs-Army-m,2026-02-11,Boston University,Army,Away,NR,NR
9361,2026-02-11-Boston University-vs-Army-m,2026-02-11,Army,Boston University,Home,NR,NR
9362,2026-02-11-Stanford-vs-Boston College-m,2026-02-11,Stanford,Boston College,Away,NR,NR
9363,2026-02-11-Stanford-vs-Boston College-m,2026-02-11,Boston College,Stanford,Home,NR,NR
9364,2026-02-11-Virginia Tech-vs-Clemson-m,2026-02-11,Virginia Tech,Clemson,Away,NR,NR
9365,2026-02-11-Virginia Tech-vs-Clemson-m,2026-02-11,Clemson,Virginia Tech,Home,NR,NR
9366,2026-02-11-UTSA-vs-East Carolina-m,2026-02-11,UTSA,East Carolina,Away,NR,NR
9367,2026-02-11-UTSA-vs-East Carolina-m,2026-02-11,East Carolina,UTSA,Home,NR,NR
9368,2026-02-11-Chattanooga-vs-ETSU-m,2026-02-11,Chattanooga,ETSU,Away,NR,NR
9369,2026-02-11-Chattanooga-vs-ETSU-m,2026-02-11,ETSU,Chattanooga,Home,NR,NR
9370,2026-02-11-North Florida-vs-Florida Gulf Coast-m,2026-02-11,North Florida,Florida Gulf Coast,Away,NR,NR
9371,2026-02-11-North Florida-vs-Florida Gulf Coast-m,2026-02-11,Florida Gulf Coast,North Florida,Home,NR,NR
9372,2026-02-11-Wake Forest-vs-Georgia Tech-m,2026-02-11,Wake Forest,Georgia Tech,Away,NR,NR
9373,2026-02-11-Wake Forest-vs-Georgia Tech-m,2026-02-11,Georgia Tech,Wake Forest,Home,NR,NR
9374,2026-02-11-Colgate-vs-Holy Cross-m,2026-02-11,Colgate,Holy Cross,Away,NR,NR
9375,2026-02-11-Colgate-vs-Holy Cross-m,2026-02-11,Holy Cross,Colgate,Home,NR,NR
9376,2026-02-11-Iowa-vs-Maryland-m,2026-02-11,Iowa,Maryland,Away,NR,NR
9377,2026-02-11-Iowa-vs-Maryland-m,2026-02-11,Maryland,Iowa,Home,NR,NR
9378,2026-02-11-Furman-vs-Mercer-m,2026-02-11,Furman,Mercer,Away,NR,NR
9379,2026-02-11-Furman-vs-Mercer-m,2026-02-11,Mercer,Furman,Home,NR,NR
9380,2026-02-11-VMI-vs-UNC Greensboro-m,2026-02-11,VMI,UNC Greensboro,Away,NR,NR
